assessid,stockid,stockid_ra,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes,Id
DFO-AMPL3Ps-1960-2013-WATSON,AMPL3Ps,AMPL3Ps,DFO,DFO,Canada,Canada East Coast,St. Pierre Bank,3Ps,American Plaice NAFO-3Ps,Hippoglossoides platessoides,American plaice,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3Ps,NA,NA
DFO-AMPL4T-1965-2012-WATSON,AMPL4T,NA,DFO,DFO,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,American plaice Southern Gulf of St. Lawrence,Hippoglossoides platessoides,American plaice,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,NA,NA
DFO-AMPL4VWX-1961-2010-WATSON,AMPL4VWX,NA,DFO,DFO,Canada,Canada East Coast,Scotian Shelf and Bay of Fundy,4VWX,American plaice Scotian Shelf and Bay of Fundy,Hippoglossoides platessoides,American plaice,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4Vs, 4Vn, 4W, 4X",NA,NA
DFO-ARCSURFGB-1989-2010-WATSON,ARCSURFGB,NA,DFO,DFO,Canada,Canada East Coast,Division 3LNO,3LNO,Arctic surfclam Grand Bank,Mactromeris polynyma,Arctic surfclam,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3L, 3N, 3O",NA,NA
DFO-ARCTIC-PANDALSFA2-3-1979-2015-WATSON,PANDALSFA2-3,NA,DFO,DFO-ARCTIC,Canada,Canada East Coast,Shrimp Fishing Areas 2-3,SFA2-3,Northern shrimp Shrimp Fishing Areas 2-3,Pandalus borealis,Northern shrimp,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_shrimp_fishing_areas.shp,ZONE_1,"2, 3",NA,NA
DFO-ARCTIC-STRSHRIMPSFA2-3-1979-2010-CHING,STRSHRIMPSFA2-3,NA,DFO,DFO-ARCTIC,Canada,Canada East Coast,Shrimp Fishing Areas 2-3,SFA2-3,Aesop shrimp Shrimp Fishing Areas 2-3,Pandalus montagui,Aesop shrimp,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_shrimp_fishing_areas.shp,ZONE_1,"2, 3",NA,NA
DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON,ATHAL3NOPs4VWX5Zc,NA,DFO,DFO,Canada,Canada East Coast,Scotian Shelf and Southern Grand Banks,3NOPs4VWX5Zc,Atlantic halibut Scotian Shelf and Southern Grand Banks,Hippoglossus hippoglossus,Atlantic Halibut,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3N, 3O, 3Ps, 4Vs, 4Vn, 4W, 4X",I looked up the areas in the stock assessment.,NA
DFO-CAPE4RST-1960-2012-WATSON,CAPE4RST,NA,DFO,DFO,Canada,Canada East Coast,Gulf of St. Lawrence,4RST,Capelin Gulf of St. Lawrence,Mallotus villosus,Capelin,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4R, 4S, 4T",NA,NA
DFO-COD2J3KL-1959-2014-WATSON,COD2J3KL,COD2J3KL,DFO,DFO,Canada,Canada East Coast,Southern Labrador-Eastern Newfoundland,2J3KL,Atlantic cod NAFO 2J3KL,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"2J, 3K, 3L",NA,NA
DFO-COD3Pn4RS-1964-2015-WATSON,COD3Pn4RS,COD3Pn4RS,DFO,DFO,Canada,Canada East Coast,Northern Gulf of St. Lawrence,3Pn4RS,Atlantic cod NAFO 3Pn4RS,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3Pn, 4R, 4S",NA,NA
DFO-COD3Ps-1980-2014-WATSON,COD3Ps,COD3Ps,DFO,DFO,Canada,Canada East Coast,St. Pierre Bank,3Ps,Atlantic cod NAFO 3Ps,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3Ps,NA,NA
DFO-COD4TVn-1965-2015-WATSON,COD4TVn,COD4TVn,DFO,DFO,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Atlantic cod NAFO 4TVn,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,NA,NA
DFO-COD4X5Yb-1948-2009-WATSON,COD4X5Yb,NA,DFO,DFO,Canada,Canada East Coast,"Western Scotian Shelf, Bay of Fundy and Gulf of Maine",4X5Yb,"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4X, 5Y",NA,NA
DFO-COD5Zjm-1978-2010-WATSON,COD5Zjm,NA,DFO,DFO,Canada,US East Coast,Georges Bank,5Zjm,Atlantic cod NAFO 5Zjm,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"5Ze, 5Zw",NA,NA
DFO-CROCKWCVANISOGQCI-1945-2009-STANTON,CROCKWCVANISOGQCI,NA,DFO,DFO,Canada,Canada West Coast,West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands,WCVANI-SOG-QCI,Canary rockfish West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands,Sebastes pinniger,Canary rockfish,NA,Digitized from stock assessment,canada/west_coast/df_west_boccaccio_canary_rockfish_erase.shp,NA,already dissolved,NA,NA
DFO-EULAPCOASTCCDU-1951-2012-WATSON,EULAPCOASTCCDU,NA,DFO,DFO,Canada,Canada West Coast,Pacific Coast of Canada Central Coast Designatable Unit,PCOASTCCDU,Eulachon Pacific Coast of Canada Central Coast DU,Thaleichthys pacificus,Eulachon,NA,Digitized from stock assessment,canada/west_coast/dfo_west_eulachon_designatable_units_erase.shp,NA,already dissolved,NA,NA
DFO-EULAPCOASTFRDU-1900-2012-WATSON,EULAPCOASTFRDU,NA,DFO,DFO,Canada,Canada West Coast,Pacific Coast of Canada Fraser River Designatable Unit,PCOASTFRDU,Eulachon Pacific Coast of Canada Fraser River DU,Thaleichthys pacificus,Eulachon,NA,Digitized from stock assessment,canada/west_coast/dfo_west_eulachon_designatable_units_erase.shp,NA,already dissolved,NA,NA
DFO-EULAPCOASTNSDU-1951-2012-WATSON,EULAPCOASTNSDU,NA,DFO,DFO,Canada,Canada West Coast,Pacific Coast of Canada Nass / Skeena Designatable Unit,PCOASTNSDU,Eulachon Pacific Coast of Canada Nass / Skeena DU,Thaleichthys pacificus,Eulachon,NA,Digitized from stock assessment,canada/west_coast/dfo_west_eulachon_designatable_units_erase.shp,NA,already dissolved,NA,NA
DFO-GHAL4RST-1970-2015-WATSON,GHAL4RST,NA,DFO,DFO,Canada,Canada East Coast,Gulf of St. Lawrence,4RST,Greenland halibut NAFO 4RST,Reinhardtius hippoglossoides,Greenland halibut,Greenland turbot,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4R, 4S, 4T",NA,NA
DFO-HAD3LNO-1953-2013-WATSON,HAD3LNO,NA,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Grand Banks,3LNO,Haddock NAFO 3LNO,Melanogrammus aeglefinus,Haddock,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3L, 3N, 3O",NA,NA
DFO-HAD4X5Y-1970-2014-WATSON,HAD4X5Y,NA,DFO,DFO,Canada,Canada East Coast,"Western Scotian Shelf, Bay of Fundy and Gulf of Maine",4X5Y,Haddock NAFO-4X5Y,Melanogrammus aeglefinus,Haddock,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4X, 5Y",NA,NA
DFO-HERR4TFA-1978-2014-WATSON,HERR4TFA,NA,DFO,DFO,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Herring NAFO 4T fall spawners,Clupea harengus,Herring,Atlantic herring,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,NA,NA
DFO-HERR4TSP-1978-2014-WATSON,HERR4TSP,NA,DFO,DFO,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Herring NAFO 4T spring spawners,Clupea harengus,Herring,Atlantic herring,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,NA,NA
DFO-HERR4VWX-1963-2012-WATSON,HERR4VWX,NA,DFO,DFO,Canada,Canada East Coast,Scotian Shelf and Bay of Fundy,4VWX,Herring Scotian Shelf and Bay of Fundy,Clupea harengus,Herring,Atlantic herring,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4Vs, 4Vn, 4W, 4X",NA,NA
DFO-HERRCC-1951-2015-WATSON,HERRCC,HERRCC,DFO,DFO,Canada,Canada West Coast,Central Coast,CC,Pacific herring Central Coast,Clupea pallasii,Pacific herring,NA,Digitized Pacific herring stock map,canada/west_coast/dfo_pacific_herring_stocks.shp,STOCK,Central Coast,NA,NA
DFO-HERRNFLDESC-1966-2014-WATSON,HERRNFLDESC,NA,DFO,DFO,Canada,Canada East Coast,Newfoundland East and South Coast,NFLDESC,Herring Newfoundland East and South Coast,Clupea harengus,Herring,Atlantic herring,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3K, 3L, 3Ps, 4R",http://www.dfo-mpo.gc.ca/fm-gp/sustainable-durable/fisheries-peches/herring-hareng-eng.htm,NA
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,HERRPRD,DFO,DFO,Canada,Canada West Coast,Prince Rupert District,PRD,Pacific herring Prince Rupert District,Clupea pallasii,Pacific herring,NA,Digitized Pacific herring stock map,canada/west_coast/dfo_pacific_herring_stocks.shp,STOCK,Prince Rupert District,NA,NA
DFO-HERRQCI-1951-2015-WATSON,HERRQCI,HERRQCI,DFO,DFO,Canada,Canada West Coast,Queen Charlotte Islands,QCI,Pacific herring Queen Charlotte Islands,Clupea pallasii,Pacific herring,NA,Digitized Pacific herring stock map,canada/west_coast/dfo_pacific_herring_stocks.shp,STOCK,Queen Charlotte Islands,NA,NA
DFO-HERRSOG-1951-2015-WATSON,HERRSOG,NA,DFO,DFO,Canada,Canada West Coast,Straight of Georgia,SOG,Pacific herring Straight of Georgia,Clupea pallasii,Pacific herring,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,4B,NA,NA
DFO-HERRWCVANI-1951-2015-WATSON,HERRWCVANI,NA,DFO,DFO,Canada,Canada West Coast,West Coast of Vancouver Island,WCVANI,Pacific herring West Coast of Vancouver Island,Clupea pallasii,Pacific herring,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"3C, 3D",NA,NA
DFO-LOBSTERLFA3-14-1960-2012-WATSON,LOBSTERLFA3-14,NA,DFO,DFO,Canada,Canada East Coast,Lobster Fishing Areas 3-14,LFA3-14,American lobster LFA 3-14,Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13A, 13B, 14A, 14B, 14C",NA,NA
DFO-LOBSTERLFA41-1981-2012-WATSON,LOBSTERLFA41,NA,DFO,DFO,Canada,Canada East Coast,Lobster Fishing Area 41,LFA41,American Lobster LFA 41,Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,41,NA,NA
DFO-MACKNWATLSA3-4-1968-2014-WATSON,MACKNWATLSA3-4,NA,DFO,DFO,Canada,Canada East Coast,Northwest Atlantic (NAFO Subareas 3 and 4),NWATLSA3-4,Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),Scomber scombrus,Mackerel,Atlantic mackerel,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3K, 3L, 3M, 3N, 3O, 3Ps, 3Pn, 4R, 4S, 4T, 4Vn, 4Vs, 4W, 4X",NA,NA
DFO-MAR-ARCSURFBANQ-1986-2010-CHING,ARCSURFBANQ,NA,DFO,DFO-MAR,Canada,Canada East Coast,Banquereau,BANQ,Arctic surfclam Banquereau,Mactromeris polynyma,Arctic surfclam,NA,David Kieth (DFO) - vertices only,canada/east_cast/dfo_scallop_areas_east_coast_polygons.shp,AREA_CODE,SFA25-BAN,NA,NA
DFO-MAR-BSKATCANATL-1970-1987-PREFONTAINE,BSKATCANATL,NA,DFO,DFO-MAR,Canada,Canada East Coast,Canadian Atlantic Ocean,ATL,Barndoor skate Canadian Atlantic Ocean,Dipturus laevis,Barndoor skate,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"2G, 2H, 2J, 3K, 3L, 3O, 3Pn, 3Ps, 4R, 4Vn, 4Vs, 4W, 4X",From maps here: http://biblio.uqar.ca/archives/1007631.pdf,NA
DFO-MAR-COD4VsW-1958-2002-PREFONTAINE,COD4VsW,COD4VsW,DFO,DFO-MAR,Canada,Canada East Coast,Eastern Scotian Shelf,4VsW,Atlantic cod NAFO 4VsW,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4Vs, 4W",NA,NA
DFO-MAR-CUSK4X-1970-2007-RICARD,CUSK4X,NA,DFO,DFO-MAR,Canada,Canada East Coast,Western Scotian Shelf,4X,Cusk NAFO 4X,Brosme brosme,Cusk,Torsk,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4X,NA,NA
DFO-MAR-LOBSTERLFA27-33-1980-2010-CHING,LOBSTERLFA27-33,NA,DFO,DFO-MAR,Canada,Canada East Coast,Atlantic Coast of Nova Scotia (LFA 27-33),LFA27-33,American lobster Atlantic Coast of Nova Scotia (LFA 27-33),Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,"27, 30, 31A, 31B, 32, 33",NA,NA
DFO-MAR-LOBSTERLFA34-1893-2012-CHING,LOBSTERLFA34,NA,DFO,DFO-MAR,Canada,Canada East Coast,Lobster Fishing Area 34,LFA34,American lobster Lobster Fishing Area 34,Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,34,NA,NA
DFO-MAR-LOBSTERLFA35-38-1893-2012-CHING,LOBSTERLFA35-38,NA,DFO,DFO-MAR,Canada,Canada East Coast,Lobster Fishing Areas 35-38,LFA35-38,American lobster Lobster Fishing Areas 35-38,Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,"35, 36, 38",NA,NA
DFO-MAR-POLL4VWX-1982-2011-OSGOOD,POLL4VWX,NA,DFO,DFO-MAR,Canada,Canada East Coast,Scotian Shelf and Bay of Fundy,4VWX,Pollock Scotian Shelf and Bay of Fundy,Pollachius virens,Pollock,Saithe,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4Vs, 4Vn, 4W, 4X",NA,NA
DFO-MAR-SCALL4T-1968-2014-OSGOOD,SCALL4T,NA,DFO,DFO-MAR,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Sea scallop Southern Gulf of St. Lawrence,Placopecten magellanicus,Sea scallop,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,NA,NA
DFO-MAR-SCALLNBB-1981-2011-CHING,SCALLNBB,NA,DFO,DFO-MAR,Canada,Canada East Coast,North Brown Bank,NBB,Sea scallop North Brown Bank,Placopecten magellanicus,Sea scallop,NA,David Kieth (DFO) - vertices only,canada/east_coast/dfo_scallop_areas_east_coast_polygons.shp,AREA_CODE,SFA26N,NA,NA
DFO-MAR-SCALLSFA16-20-1965-2012-OSGOOD,SCALLSFA16-20,NA,DFO,DFO-MAR,Canada,Canada East Coast,Scallop Fishing Areas 16-20,SCFA16-20,Sea scallop Northern Gulf of St Lawrence,Placopecten magellanicus,Sea scallop,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/Scallop_poly.shp,ZONE,"16, 17, 18, 19, 20",NA,NA
DFO-MAR-SCALLSPA1-6-1975-2010-CHING,SCALLSPA1-6,NA,DFO,DFO-MAR,Canada,Canada East Coast,Bay of Fundy (SPA 1-6),SPA1-6,Sea scallop Bay of Fundy (SPA 1-6),Placopecten magellanicus,Sea scallop,NA,David Kieth (DFO) - vertices only,canada/east_coast/dfo_scallop_areas_east_coast_polygons.shp,AREA_CODE,"SPA1A, SPA1B, SPA2, SPA3, SPA4, SPA5, SPA6A, SPA6B, SPA6C, SPA6D",NA,NA
DFO-MAR-SCALLWSFA29-2001-2011-CHING,SCALLWSFA29,NA,DFO,DFO-MAR,Canada,Canada East Coast,West Scallop Fishing Area 29,WSFA29,Sea scallop West Scallop Fishing Area 29,Placopecten magellanicus,Sea scallop,NA,David Kieth (DFO) - vertices only,canada/east_coast/dfo_scallop_areas_east_coast_polygons.shp,AREA_CODE,"SFA29A, SFA29B, SFA29C, SFA29D, SFA29E",NA,NA
DFO-MAR-SDOG4VWX5-1922-2013-OSGOOD,SDOG4VWX5,NA,DFO,DFO-MAR,Canada,Canada East Coast,"Scotian Shelf, Bay of Fundy and Georges Bank",4VWX5,"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",Squalus acanthias,Spiny dogfish,Picked dogfish,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4Vs, 4Vn, 4W, 4X, 5Y, 5Ze, 5Zw",NA,NA
DFO-MAR-SHAKE4VWX-1969-2015-OSGOOD,SHAKE4VWX,SHAKE4VWX,DFO,DFO-MAR,Canada,Canada East Coast,Scotian Shelf and Bay of Fundy,4VWX,Silver hake Scotian Shelf and Bay of Fundy,Merluccius bilinearis,Silver Hake,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4Vs, 4Vn, 4W, 4X",NA,NA
DFO-MAR-WHAKE4VWX5-1964-2005-PREFONTAINE,WHAKE4VWX5,NA,DFO,DFO-MAR,Canada,Canada East Coast,"Scotian Shelf, Bay of Fundy and Georges Bank",4VWX5,"White hake Scotian Shelf, Bay of Fundy and Georges Bank",Urophycis tenuis,White hake,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4Vs, 4Vn, 4W, 4X, 5Y, 5Ze, 5Zw",NA,NA
DFO-NFLD-MONK2J3KLNOPs-1977-2000-PREFONTAINE,MONK2J3KLNOPs,NA,DFO,DFO-NFLD,Canada,Canada East Coast,Labrador Shelf-Grand Banks-S. Pierre Bank,2J3KLNOPs,Monkfish Labrador Shelf - Grand Banks - St. Pierre Bank,Lophius americanus,Monkfish,Goosefish,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"2J, 3K, 3L, 3N, 3O, 3Ps",NA,NA
DFO-NFLD-POLL3Ps-1960-2013-OSGOOD,POLL3Ps,NA,DFO,DFO-NFLD,Canada,Canada East Coast,St. Pierre Bank,3Ps,Pollock St. Pierre Bank,Pollachius virens,Pollock,Saithe,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3Ps,NA,NA
DFO-NFLD-SCALL3Ps-1969-2010-CHING,SCALL3Ps,NA,DFO,DFO-NFLD,Canada,Canada East Coast,St. Pierre Bank,3Ps,Sea scallop St. Pierre Bank,Placopecten magellanicus,Sea scallop,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3Ps,NA,NA
DFO-NFLD-SCALLGB-1978-2007-ANDERSON,SCALLGB,NA,DFO,DFO-NFLD,Canada,Canada East Coast,Georges Bank,5Z,Sea scallop Georges Bank,Placopecten magellanicus,Sea scallop,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"5Ze, 5Zw",NA,NA
DFO-NFLD-SMOOTHSKA2J3K-1981-2012-OSGOOD,SMOOTHSKA2J3K,NA,DFO,DFO-NFLD,Canada,Canada East Coast,NAFO Division 2J3K,2J3K,Smooth skate NAFO-2J3K,Malacoraja senta,Smooth skate,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"2J, 3K",NA,NA
DFO-NFLD-SMOOTHSKA4T-1971-2010-OSGOOD,SMOOTHSKA4T,NA,DFO,DFO-NFLD,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Smooth skate Southern Gulf of St. Lawrence,Malacoraja senta,Smooth skate,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,NA,NA
DFO-NFLD-WITFLOUN3Ps-1974-2013-OSGOOD,WITFLOUN3Ps,NA,DFO,DFO-NFLD,Canada,Canada East Coast,St. Pierre Bank,3Ps,Witch flounder NAFO-3Ps,Glyptocephalus cynoglossus,Witch flounder,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3Ps,NA,NA
DFO-PAC-BIGSKA3CD-1954-2011-OSGOOD,BIGSKA3CD,NA,DFO,DFO-PAC,Canada,Canada West Coast,West Coast of Vancouver Island,WCVANI,Big skate West Coast Vancouver Island,Raja binoculata,Big skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"3C, 3D",NA,NA
DFO-PAC-BIGSKA4B-1996-2011-OSGOOD,BIGSKA4B,NA,DFO,DFO-PAC,Canada,Canada West Coast,Straight of Georgia,SOG,Big skate Strait of Georgia,Raja binoculata,Big skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,4B,NA,NA
DFO-PAC-BIGSKA5AB-1954-2011-OSGOOD,BIGSKA5AB,NA,DFO,DFO-PAC,Canada,Canada West Coast,Queen Charlotte Sound,5AB,Big skate Queen Charlotte Sound,Raja binoculata,Big skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5A, 5B",NA,NA
DFO-PAC-BIGSKA5CDE-1954-2011-OSGOOD,BIGSKA5CDE,NA,DFO,DFO-PAC,Canada,Canada West Coast,Hecate Strait,HS,Big skate Hecate Strait,Raja binoculata,Big skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5C, 5D, 5E",NA,NA
DFO-PAC-BOCACCBCW-1935-2012-CHING,BOCACCBCW,NA,DFO,DFO-PAC,Canada,Canada West Coast,British Columbia Waters,BCW,Bocaccio British Columbia Waters,Sebastes paucispinis,Bocaccio,NA,Digitized from stock assessment,canada/west_coast/df_west_boccaccio_canary_rockfish_erase.shp,NA,already dissolved,NA,NA
DFO-PAC-ESOLEHS-1944-2001-COLLIE,ESOLEHS,NA,DFO,DFO-PAC,Canada,Canada West Coast,Hecate Strait,HS,English sole Hecate Strait,Parophrys vetulus,English sole,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5C, 5D, 5E",NA,NA
DFO-PAC-LINGCODSOG-1927-2014-OSGOOD,LINGCODSOG,NA,DFO,DFO-PAC,Canada,Canada West Coast,Straight of Georgia,SOG,Lingcod Strait of Georgia,Ophiodon elongatus,Lingcod,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,4B,NA,NA
DFO-PAC-LNOSESKA3CD-1954-2011-OSGOOD,LNOSESKA3CD,NA,DFO,DFO-PAC,Canada,Canada West Coast,West Coast of Vancouver Island,WCVANI,Longnose skate West Coast Vancouver Island,Raja rhina,Longnose skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"3C, 3D",NA,NA
DFO-PAC-LNOSESKA4B-1996-2011-OSGOOD,LNOSESKA4B,NA,DFO,DFO-PAC,Canada,Canada West Coast,Straight of Georgia,SOG,Longnose Skate Strait of Georgia,Raja rhina,Longnose skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,4B,NA,NA
DFO-PAC-LNOSESKA5AB-1954-2012-OSGOOD,LNOSESKA5AB,NA,DFO,DFO-PAC,Canada,Canada West Coast,Queen Charlotte Sound,5AB,Longnose Skate Queen Charlotte Sound,Raja rhina,Longnose skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5A, 5B",NA,NA
DFO-PAC-LNOSESKA5CDE-1954-2011-OSGOOD,LNOSESKA5CDE,NA,DFO,DFO-PAC,Canada,Canada West Coast,Hecate Strait,HS,Longnose skate Hecate Strait,Raja rhina,Longnose skate,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5C, 5D, 5E",NA,NA
DFO-PAC-PCOD5AB-1945-2014-OSGOOD,PCOD5AB,NA,DFO,DFO-PAC,Canada,Canada West Coast,Queen Charlotte Sound,5AB,Pacific cod Queen Charlotte Sound,Gadus macrocephalus,Pacific cod,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5A, 5B",NA,NA
DFO-PAC-PCODHS-1944-2014-OSGOOD,PCODHS,PCODHS,DFO,DFO-PAC,Canada,Canada West Coast,Hecate Strait,HS,Pacific cod Hecate Strait,Gadus macrocephalus,Pacific cod,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5C, 5D, 5E",NA,NA
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,PCODWCVANI,PCOWCVANI,DFO,DFO-PAC,Canada,Canada West Coast,West Coast of Vancouver Island,WCVANI,Pacific cod West Coast of Vancouver Island,Gadus macrocephalus,Pacific cod,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"3C, 3D",NA,NA
DFO-PAC-RSOLE5AB-1944-2014-OSGOOD,RSOLE5AB,NA,DFO,DFO-PAC,Canada,Canada West Coast,Queen Charlotte Sound,5AB,Rock sole Queen Charlotte Sound,Lepidopsetta bilineata,Rock sole,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5A, 5B",NA,NA
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,NA,DFO,DFO-PAC,Canada,Canada West Coast,Hecate Strait,HS,Rock sole Hecate Strait,Lepidopsetta bilineata,Rock sole,NA,PSMFC regions (digitized by me),canada/west_coast/psmfc_mgmt_areas_erase.shp,ZONE,"5C, 5D, 5E",NA,NA
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,SABLEFPCAN,DFO,DFO-PAC,Canada,Canada West Coast,Pacific Coast of Canada,PCOAST,Sablefish Pacific Coast of Canada,Anoplopoma fimbria,Sablefish,NA,Sean MacConnachie (DFO),canada/pfma_macconachie/pfma_areas_format_dissolve.shp,NA,dissolve all,NA,NA
DFO-PAC-SARDBC-2002-2012-OSGOOD,SARDBC,NA,DFO,DFO-PAC,Canada,Canada West Coast,Pacific Coast of Canada,PCOAST,Pacific sardine British Columbia,Sardinops sagax,Sardine,Pacific sardine,Digitized WCVI survey boundaries,canada/west_coast/dfo_west_pacific_sardine_wcvi_surveys.shp,Id,dissolve all,NA,NA
DFO-PANDAL4RST-1965-2012-WATSON,PANDAL4RST,NA,DFO,DFO,Canada,Canada East Coast,Gulf of St. Lawrence,4RST,Northern shrimp Canada-DFO-4RST,Pandalus borealis,Northern shrimp,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4R, 4S, 4T",NA,NA
DFO-PANDALSFA13-15-1980-2012-WATSON,PANDALSFA13-15,NA,DFO,DFO,Canada,Canada East Coast,Eastern Scotian Shelf (SFA 13-15),SFA13-15,Northern shrimp Eastern Scotian Shelf (SFA 13-15),Pandalus borealis,Northern shrimp,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_shrimp_fishing_areas.shp,ZONE_1,"13, 14, 15",NA,NA
